,komentar,kategori,label,clean_text
3064,"Gemes banget unicorn, kembaran sama gala bisa kali ti ‚",bukan hate speech,0,gemes banget unicorn kembar gala kali ti
3065,Jujur dari hati yang paling dalam saya mau banget dari dulu kostum kayak uti‚ tapi ga kesampaian‚‚ sekarang udah tua mana bisa lagi‚,bukan hate speech,0,jujur hati banget kostum uti tidak tua
3066,UTI ko pake costum sendirian,bukan hate speech,0,uti ko pakai kostum
3067,gemoy outfitnya Utii,bukan hate speech,0,gemoy outfitnya utii
3068,"Ji puji boleh ga nebeng sirkel lo, biar saya ikut kaya raya jg, temannya sultan. Atau kalau ga saya bikinin viral deh, biar diundang podcast dulu, nanti kalau dah dipanggil sono sini baru deh gausah ditemanin gpp",bukan hate speech,0,ji puji tidak nebeng sirkel biar kaya raya teman sultan tidak bikinin viral deh biar undang podcast panggil sono deh tidak tanin tidak-apa-apa
3069,kek nya @attahalilintar bangga banget ya istrinya paling kalem dan tertutup diantara situ ,bukan hate speech,0,nya attahalilintar bangga banget ya istri kalem tutup situ
3070,TOMBOL YANG SAYANG FUJI  SEMANGAT UTI ¸¸¸,bukan hate speech,0,tombol sayang fuji semangat uti
3071,Tombol yang sayang gala ---,bukan hate speech,0,tombol sayang gala
3072,"Nanyain prestasi orang mulu.. fuji di usia 20th udah bs beli rumah sendiri aja udah sebuah prestasi.. Ada hate coment TERPARAH bilang fuji terkenal lewat jalur ngurus anak yatim.. Masya Allah dia gak tau ngurus anak yatim, balasannya gak main2 ",bukan hate speech,0,prestasi orang mulu fuji usia th beli rumah buah prestasi hate komen parah bilang fuji kenal jalur ngurus anak yatim masyaallah allah tidak tau ngurus anak yatim balas tidak main
3073,ni yang suka ngata ngatain begini paling ditransfer duit langsung akting jadi org baik ,bukan hate speech,0,ni suka ngata transfer duit langsung akting orang
3074,"Kita yang berproses dr hamil melahirkan dan tahu akan menjadi seorang Ibu aja tidak mudah beradaptasinya. Gimana fuji yang tiba-tiba harus menjadi Ibu untuk Gala. dirubah mindsetnya gaes, dia bukan terkenal karna Gala, tapi dia terkenal untuk Gala",bukan hate speech,0,prose hamil lahir orang tidak mudah adaptasi fuji tibatiba gala rubah mindsetnya gaes kenal gala kenal gala
3075,"dikira jadi content cretor bukan hal yang sulit apa sampai gak dianggap usaha dan prestasinya, semangat fujii yang penting berkarya terus dan cuan cuan cuan ",bukan hate speech,0,isi cretor sulit tidak anggap usaha prestasi semangat fujii karya cuan cuan cuan
3076,"Fuji masih muda udah punya rumah milyaran, lah yang komen jelek itu mau beli paketan aja pake merengek ke suami ",bukan hate speech,0,fuji muda rumah milyaran komen jelek beli paket pakai rengek suami
3077,Ngomong lebih gampang daripada yang jalanin sih. kalau gak bisa ngomong baik mending diam ,bukan hate speech,0,ngomong gampang jalanin sih tidak ngomong mending diam
3078,"Fuji di hujan makin kaya, yang ngehujat gaji UMR aja sulit. Tuhan ngga bakal salah ngasih rejeki ke orang yang mau kerja keras. Dikira Fuji selama ini dime doang dapat duit. Engga , dia kerja keras",bukan hate speech,0,fuji hujan kaya ngehujat gaji umr sulit tuhan tidak salah rejeki orang kerja kera fuji dime duit tidak kerja kera
3079,"Yes, sangat berkelas tanggapan Fuji! Netizen makan setiap hari masih aman ga? jangan suka omongin orang.",bukan hate speech,0,ya kelas tanggap fuji netizen makan aman tidak suka omongin orang
3080,"ya emang kenal fuji karena vanesa ,posisi sekarang fuji dan keluarganya kaya gni ya itulah hikmah dari kejadian yang bisa diambil ,lagian sekalipun dia dikenal karena jalur gini dia punya bakat kalau ga ada bakat jadi konten kreator ,ngomong depan publik jg udah redup ,ga gampang loh bersosialisasi didunia entertain. makanya awet ga redup kalau kalian para netizen julid yang diposisi fuji belum tentu bisa ambil hikmah atas kejadian ini plingan cm bs renungin nasib ‚ ,",bukan hate speech,0,ya emang kenal fuji vanesa posisi fuji keluarga kaya gni ya hikmah ambil kenal jalur bakat tidak bakat konten kreator ngomong publik redup tidak gampang loh sosial dunia entertain awet tidak redup netizen julid posisi fuji ambil hikmah plingan cm renungin nasib
3081,"Ga abis fikir yang ngata2in, emang yang ngatain udah sehebat apa",bukan hate speech,0,tidak habis fikir emang hebat
3082,"jangan dibaca, proses orang beda2 uti.. yang penting selalu belajar jadi lebih baik, kamu hebat",bukan hate speech,0,baca prose orang beda uti ajar hebat
3083,"Pake tnya fuji prestasinya apa, akting jelek dll „. Woy markonah karatan fuji 20th udah bisa beli rumah yang harganya lo sendari ga pernah pegang duit seperti apa, itu di dapat dari hasil ekrja keras, prestasinya. kalau uti terkenal karena gala ya jelas lah karena uti yang rawat, jd wajar kesorot kamera, uti kerja jg buat gala. ",bukan hate speech,0,pakai fuji prestasi akting jelek woy markonah karat fuji th beli rumah harga sendar tidak pegang duit hasil ekrja kera prestasi uti kenal gala ya uti rawat wajar sorot kamera uti kerja gala
3084,"Menjadi ibu itu tidak mudah, mengandung 9 bulan dalam perut, berjuang memberikan ASI ekslusif, belum lagi kalau dibanding2kan rasanya nyesek  tetapi ketika kita sudah menjadi seorang ibu tidak ada yang menandingi kehormatan, cinta, keberkahan ini. Tetap semangat untuk para IBU hebat  kalian luar biasa",bukan hate speech,0,tidak mudah kandung perut juang asi ekslusif banding bikin sesak orang tidak tanding hormat cinta berkah semangat hebat
3085,Tombol yang ngefans sama uti,bukan hate speech,0,tombol ngefans uti
3086,S3 Marketing foto boncengan kemarin ini mah ‚,bukan hate speech,0,s marketing foto bonceng kemarin mah
3087,Ojol ti bisa motoran tiap hari keliling kemana uty suka.,bukan hate speech,0,ojol ti motor keliling uty suka
3088,"dah lah gausah pasangan2. kata netizen maha benar uti lebih cantik pas jomblo, jadi jomblo terus menerus aja ›",bukan hate speech,0,tidak pasang netizen maha uti cantik pa jomblo jomblo
3089,"Uti mending fokus karier aja dulu, soal jodoh ntr pasti akan di pertemukan. Apalagi kalau uti udah sukses cogan tajir melintir khatulistiwa pada ngantri",bukan hate speech,0,uti mending fokus karier jodoh temu uti sukses cogan kaya melintir khatulistiwa antri
3090,Boleh tambahin nggak ti Sholeh dan penyayang serta disaat marah dia tidak meninggi kan suara nya apalagi main tangan yang penting dia tidak meninggalkan Allah SWT .,bukan hate speech,0,tambahin tidak ti sholeh sayang marah tidak suara nya main tangan tidak tinggal allah subhanahu wata ala
3091,Uti gak usah bahas pacar kenapa. Pikir masa depan aja lanjut kuliah. Bahagiain orang tua dulu. kalau pacaran kayaknya kurang ada manfaatnya. Bahas yang bermanfaat aja. Kuliah yuk.,bukan hate speech,0,uti tidak bahas pacar pikir kuliah bahagiain orang tua pacar kayak manfaat bahas manfaat kuliah yuk
3092,S4 Marketing ya ti„ Untung sayang banget sm km tii,bukan hate speech,0,s marketing ya ti untung sayang banget tii
3093,"aduh jadi pusing sama kamu ti soal kriteria pacar kamu ok lah mudah2an kamu bisa dapatin apa yang di inginkan, tapi tapi menurut aku cwo baik maco ganteng bisa motoran ga menjamin orang itu yang terbaik buat kita karna apa yang kita ingin kan belum tentu itu yang kita butuh kan, manusia itu tidak ada yang sempurna pasti kurangnya",bukan hate speech,0,aduh pusing ti kriteria pacar ok mudah dapatin cowok maco ganteng motor tidak jamin orang butuh manusia tidak sempurna
3094,Btw Fuji gimanaa kuliahnya dibali? Gak dilanjutin?,bukan hate speech,0,ngomong ngomong fuji gimanaa kuliah bal tidak dilanjutin
3095,"Gala aja sih fix no debat, baik, macho, motoran, ngambek nya pake kacamata lagi §’",bukan hate speech,0,gala sih fix nomor debat macho motor ngambek nya pakai kacamata
3096,Yang bilang Uti Cantik,bukan hate speech,0,bilang uti cantik
3097,"Fuji kok kamu bisa kuat banget mental nya, di fitnah, dari kanan kiri depan belakang,, kamu tetap diam. Kita yang lihat berita nya kesal sendiri,, pembunuhan karakter banget, tapi karena kamu nya kuat dan santai ngehadapinnya jadi ikutan gak dibawa sedih. Peluk uti, banyak yang sayang uti anak baik",bukan hate speech,0,fuji kuat banget mental nya fitnah kanan kiri diam lihat berita nya kesal bunuh karakter banget nya kuat santai ngehadapinnya tidak bawa sedih peluk uti sayang uti anak
3098,Padahal tadi saya udah nyinyir lu potong rambut ternyata hasilnya bagus .maaf ji fans mu ini penuh suudzon  padamu  bukan netijen aje yang suka suudzon sama lu tapi saya juga ,bukan hate speech,0,nyinyir potong rambut nyata hasil bagus maaf ji fan mu penuh suudzon netijen suka suudzon
3099,Kalian bekel sekolah biasanya apa?,bukan hate speech,0,bekel sekolah
3100,Biasanya bayi nya cewek ti,bukan hate speech,0,bayi nya cewek ti
3101,Cantik,bukan hate speech,0,cantik
3102,"Untuk membahagiakan hati dan diri kamu berhak mempercantik . Bukan centil tapi itulah kodrad wanita ingin selalu terlihat sempurna . Masya Allah ada bidadari yang berhati tulus . Semoga Allah selalu memberimu perlindungan dan dijauhkan dr fitnah orang"" jahat . Kau berhak bahagia . Nikmati waktumu saat ini lakukan hal positif agar nimkat dunia akhiratmu sayang . Kamu selalu doakan yang terbaik buatmu .",bukan hate speech,0,bahagia hati hak cantik centil kodrad wanita lihat sempurna masyaallah allah bidadari hati tulu moga allah lindung fitnah orang jahat kau hak bahagia nikmat laku positif nimkat dunia akhirat sayang doa
3103,"Semangat kesayangan, jadikan semua ini pelajaran untuk lebih berhati hati kedepannya yaa. Berteman boleh sama siapapun tapi ga harus setiap acaranya dihadiri, karna kita ga pernah tau apa yang terjadi kedepannya dan dunia entertain sangat kejam. Semangat uti ",bukan hate speech,0,semangat sayang ajar hati hati yaa teman tidak acara hadir tidak tau dunia entertain kejam semangat uti
3104,"Udah saya bilang adek online saya satu ini mental baja..jadi kalian para pembenci mau fitnah, mau hina dina, mau jatuhin dia tetap santai kaya di pantai.tambah d jatuhin tambah di angkat derajatnya sma Allah. eh kalian yang jahat tambah kesal gagal maning gagal maning. kasian deh",bukan hate speech,0,bilang adek online mental bajajadi benci fitnah hina dina jatuhin santai kaya pantaitambah d jatuhin angkat derajat sma allah eh jahat kesal gagal gagal kasihan deh
3105,model rambutnya apa bu messi??,bukan hate speech,0,model rambut bu messi
3106,Uty jadi lah diri sendiri. luh bukan robot yang selalu diatur oleh fans mu GsK boleh ini itu .yang jalanin semua kamu bukan fans mu atau orang di sekitar mu .kamu berhak jalanin hidup mu tanpa di atur oleh seseorang ,bukan hate speech,0,uty robot atur fan mu gsk jalanin fan mu orang mu hak jalanin hidup mu atur orang
3107,"Makan samyang, dimakannya anget-anget, hei kamu yang ku sayang, sayang kamu nya pake banget",bukan hate speech,0,makan samyang makan angetanget hei ku sayang sayang nya pakai banget
3108,BIKIN YIEL YIEL DIDEPAN KASIR. BIAR CENTIL KU TETAP NAKSIR,bukan hate speech,0,bikin yiel yiel kasir biar centil ku naksir
3109,"Ngeliat fuji makin kesini makin sukses senang deh, mulai berani belajar catwalk, vokal, olahraga rutin, endorse ada terus semangat terus ya ti",bukan hate speech,0,lihat fuji kesini sukses senang deh berani ajar catwalk vokal olahraga rutin endorse semangat ya ti
3110,Tombol yang sayang sama uti,bukan hate speech,0,tombol sayang uti
3111,dr ujung jempol kakinya terlihat seperti dapran,bukan hate speech,0,ujung jempol kaki lihat dapran
3112,Tombol yang bilang Cocok sama Uti,bukan hate speech,0,tombol bilang cocok uti
3113,Yang penting gak di jodoh jodoh in ya ti,bukan hate speech,0,tidak jodoh jodoh in ya ti
3114,"Ini salah satu bakat Uti yang aku suka selain bintang iklan, youtuber, dan Model, yaitu... Anaknya punya bakat buat semua netizen ""'PENASARAN"" karna anaknya Susah sekali ditebak, padahal teka teki foto bayangan saja tidak ada satupun bukti yang benar kalau itu pcr baru Uti dan cuma S3 marketing doang buat promo, nah.. skarenag lanjut lg kang ojeknya siapa, pasti pada  nebak"" dan cocokalaugi, yang pasti ini cuma iklan yah",bukan hate speech,0,salah bakat uti suka bintang iklan youtuber model anak bakat netizen penasaran anak susah tebak teka teki foto bayang tidak bukti acar uti s marketing promo skarenag kang ojek nebak cocokalaugi iklan yah
3115,mencium bau bau S10 marketing lagi ,bukan hate speech,0,cium bau bau s marketing
3116,"Ya Allah Fuji ,kemarin nebak bayangan ternyata lu nya cuma mau ngopi .sekarang di bonceng motor kira kira minta makan Sushi di jepang kagak nih ",bukan hate speech,0,ya allah fuji kemarin nebak bayang nyata nya ngopi bonceng motor makan sushi jepang tidak nih
3117,Tombol penasaran sama tuh cowok---------------------,bukan hate speech,0,tombol penasaran tuh cowok
3118,Ojek ke bulan berapa ngab?? Jauh deket tarif sama kan??,bukan hate speech,0,ojek ngab tarif
3119,"Jadi inget pernah dibonceng pake motor yang sama, tapi sekarang asing  ",bukan hate speech,0,bonceng pakai motor asing
3120,"Yang ngontrak dibumi, bayar kontrakan",bukan hate speech,0,kontrak bumi bayar kontra
3121,aku udah keracunan belanja liptint ,bukan hate speech,0,racun belanja liptint
3122,"Uti kalauk pke wrna nude gitu cocok di mukanya, cantik dan natural",bukan hate speech,0,uti kalauk pakai warna nude cocok muka cantik natural
3123,wkwk kau memang selalu meracuni dompetku neng dan akhirnya aku join shopee affiliate gara2 lo juga neng  Semangat ku,bukan hate speech,0,wkwk kau racun dompet neng join shopee affiliate gara neng semangat ku
3124,Mau kamu sehat dan bahagia aja boleh?,bukan hate speech,0,sehat bahagia
3125,Liptint fuji aprove mah udah yakin awet,bukan hate speech,0,liptint fuji aprove mah awet
3126,TOMBOL SAYANG SAMA FUJI ,bukan hate speech,0,tombol sayang fuji
3127,cakep banget neng,bukan hate speech,0,cakep banget neng
3128,TOMBOL FUJI MIRIP TINKERBELL,bukan hate speech,0,tombol fuji tinkerbell
3129,"kalau boleh kasih saran ke nak Fuji,  bahwa kalau mau ngartis bukan berarti harus buka2an, tetap berpakain sopan aja, karena malah kalau agak buka2an seperti nampak perut, saya pribadi berkurang simpati...",bukan hate speech,0,kasih saran nak fuji ngartis arti buka berpakain sopan buka nampak perut pribadi simpati
3130,Fuji sekarang suka make up ye  awal muncul masih pakai bedak baby kayaknye sekarang udah pinter .tapi kamu tetap my luv cantik ,bukan hate speech,0,fuji suka pakai up ye muncul pakai bedak baby kayaknye pintar my luv cantik
3131,"Story dikit, dulu waktu aku masih di pesantren tau ada kabar duka dari alm kak vanes dan kak bibi, nah sehabis sholat isya berjamaah tiba tiba kyai mengumumkan kepada seluruh santri untuk sambung untuk ke 2 alm ini lewat spiker ",bukan hate speech,0,story pesantren tau kabar duka alm kak vane kak bibi habis sholat isya jamaah kyai santri sambung alm spiker
3132,Cie cie yang mau malming cantik amat siapa yang punya ya?,bukan hate speech,0,cie cie malam minggu cantik ya
3133,Masuk angin nya ada sembuh neng??,bukan hate speech,0,masuk angin nya sembuh neng
3134,Emang boleh secantik inii seeyou soon Uti,bukan hate speech,0,emang cantik seeyou soon uti
3135,Uti kalau masuk angin kerokan juga gak?? ,bukan hate speech,0,uti masuk angin kero tidak
3136,Jomblo meresahkan ini namanya...,bukan hate speech,0,jomblo resah nama
3137,Udah makan brp kali hari ini ti?,bukan hate speech,0,makan kali ti
3138,Tombol yang suka sama fuji,bukan hate speech,0,tombol suka fuji
3139,Panjang umur kalian bagi fans Fuji yang dukung karier tanpa ribut soal kisah cinta ABG,bukan hate speech,0,umur fan fuji dukung karier ribut kisah cinta abg
3140,saya bukan siapa2 lu ji  cuman fans  yang akan  selalu mendoakan semoga kamu tambah sukses dan rejekunya tambah banyak…  ,bukan hate speech,0,ji fan doa moga sukses rejekunya
3141,kalau ini namanya siapa tii?,bukan hate speech,0,nama tii
3142,Masya allah anak na pak hj faisal mani cantik pisan saha nu gaduh nya?,bukan hate speech,0,masyaallah allah anak na hj faisal mani cantik saha nu gaduh nya
3143,Adem banget masyaAllah kek lagi gegoleran di saung tepi kolam,bukan hate speech,0,adem banget masyaallah gegoleran saung tepi kolam
3144,Terkadang lucu sama manusia yang suka ngeributin privasi dan pribadi orang...seolah paling tau keseharian setiap jam waktu dan menit..terkadang gk semua hal harus di story kan di publikasikan..mereka juga punya privasi tersendiri...mau jalan mau pcrn mau jomblo gk semua harus di publikasikan...apa lagi pernah punya masa lalu ...pasti belajr lebih dewasa gk semua harus kita tahu ttg privasi nya...jadi jangan  pada r,bukan hate speech,0,terkadang lucu manusia suka ribut privasi pribadi orangseolah tau jam menitterkadang tidak story publikasikanmereka privasi tersendirimau jalan pacar jomblo tidak publikasikanapa belajr dewasa tidak ttg privasi nyajadi r
